id,name,listing_url,price,room_type,property_type,accommodates,bedrooms,beds,bathrooms_text,amenities,minimum_nights,neighbourhood_cleansed,latitude,longitude,review_scores_rating,review_scores_value,review_scores_cleanliness,review_scores_location,review_scores_checkin,review_scores_communication,review_scores_accuracy,number_of_reviews,host_is_superhost,host_response_rate,host_acceptance_rate,host_identity_verified,calculated_host_listings_count,availability_365,instant_bookable,dist_to_station,stations_within_500m,dist_to_Tokyo,dist_to_Shibuya,land_price,dist_to_land
1257677290495425144,3 min walk from station! 10 min to Tokyo Tower/h01,https://www.airbnb.com/rooms/1257677290495425144,"$27,044.00",Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,"[""Rice maker"", ""Hangers"", ""Elevator"", ""Clothing storage: closet"", ""Hot water"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Patio or balcony"", ""Other gas stove"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Dining table"", ""Long term stays allowed""]",1,Minato Ku,35.66467771010297,139.74705947031305,4.74,4.59,4.56,4.81,4.63,4.93,4.81,27,f,100%,97%,t,44,144,t,372.0447909284612,2.0,3130.604085524697,5162.309031323636,8330000,346.67238904101794
1257690990189515338,3-min walk to the nearest station/No elevator/b01,https://www.airbnb.com/rooms/1257690990189515338,"$9,930.00",Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,"[""Rice maker"", ""Hangers"", ""Clothing storage: closet"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Gas stove"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Lockbox"", ""TV"", ""Long term stays allowed""]",30,Toshima Ku,35.7157474177742,139.71313059643063,2.0,2.0,2.0,4.0,5.0,4.0,2.0,1,f,100%,99%,t,25,139,t,91.34906302226425,2.0,7562.267024241218,7898.912329974365,1480000,432.10072435263714
1257692587335644896,3-min walk to the nearest station/No elevator/b03,https://www.airbnb.com/rooms/1257692587335644896,"$14,400.00",Entire home/apt,Entire rental unit,3,1.0,1.0,1 bath,"[""Rice maker"", ""Hangers"", ""Clothing storage: closet"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Gas stove"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Lockbox"", ""TV"", ""Long term stays allowed""]",30,Toshima Ku,35.71551,139.71285,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,f,100%,99%,t,25,156,t,68.5294256726437,2.0,7566.54562289228,7861.623461649361,1480000,476.45034379238393
1257693327165216330,3-min walk to the nearest station/No elevator/b04,https://www.airbnb.com/rooms/1257693327165216330,"$9,930.00",Entire home/apt,Entire rental unit,3,1.0,1.0,1 bath,"[""Rice maker"", ""Hangers"", ""Clothing storage: closet"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Gas stove"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Lockbox"", ""TV"", ""Long term stays allowed""]",30,Toshima Ku,35.71466,139.71494,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,f,100%,99%,t,25,161,t,249.2221123342402,2.0,7311.834230316658,7788.930772204835,1480000,425.5899252766786
1257694091163477810,3-min walk to the nearest station/No elevator/c01,https://www.airbnb.com/rooms/1257694091163477810,"$9,930.00",Entire home/apt,Entire rental unit,2,1.0,1.0,1 bath,"[""Rice maker"", ""Hangers"", ""Clothing storage: closet"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Gas stove"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Lockbox"", ""TV"", ""Long term stays allowed""]",30,Toshima Ku,35.71435,139.7134,3.5,3.5,3.0,5.0,5.0,5.0,5.0,2,f,100%,99%,t,25,142,t,227.0825872692278,2.0,7420.5800451862115,7715.311708146813,1480000,546.1504724700565
1257717847047161039,HJ303) Shinjuku・Akebonobashi Twin bed! FREE WIFI !,https://www.airbnb.com/rooms/1257717847047161039,"$10,543.00",Entire home/apt,Entire rental unit,2,1.0,2.0,1 bath,"[""Hangers"", ""Room-darkening shades"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Body soap"", ""Essentials"", ""Laundromat nearby"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Mini fridge"", ""Hair dryer"", ""Wifi"", ""Patio or balcony"", ""Bathtub"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Carbon monoxide alarm"", ""Lockbox"", ""Pocket wifi"", ""TV"", ""Other induction stove""]",1,Shinjuku Ku,35.69537839053763,139.71974950489349,4.57,4.52,4.57,4.52,4.7,4.3,4.61,23,f,100%,100%,t,15,39,t,523.3255310671431,0.0,5522.204583795218,5403.458141091534,1840000,271.7783322587029
1257780529911152140,Shinjuku丨3 min walk from  station丨201B,https://www.airbnb.com/rooms/1257780529911152140,"$17,643.00",Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,"[""Hangers"", ""Elevator"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Other gas stove"", ""Bathtub"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""TV""]",1,Shinjuku Ku,35.708571983227,139.71990652354347,4.88,4.75,4.83,4.79,4.88,4.75,4.96,24,t,98%,99%,t,13,14,t,462.64680979586274,2.0,6366.3505859776815,7113.8927034556,2320000,286.5611919985596
1257786910916785217,Shinjuku丨3 min walk from  station丨202B,https://www.airbnb.com/rooms/1257786910916785217,"$17,643.00",Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,"[""Extra pillows and blankets"", ""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Outlet covers"", ""Hair dryer"", ""Wifi"", ""Shower gel"", ""Other gas stove"", ""Bathtub"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""TV"", ""Long term stays allowed""]",1,Shinjuku Ku,35.7084,139.72214,4.84,4.76,4.56,4.84,4.8,4.92,4.96,25,t,98%,99%,t,13,6,t,372.92897734527406,1.0,6152.318505871478,7168.191412435061,1130000,326.1260242128778
1257794280190679303,Shinjuku丨3 min walk from  station丨203B,https://www.airbnb.com/rooms/1257794280190679303,"$17,643.00",Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,"[""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Other gas stove"", ""Bathtub"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""TV""]",1,Shinjuku Ku,35.70724802128376,139.72020085331818,4.6,4.67,4.6,4.73,4.87,4.67,4.67,15,t,98%,99%,t,13,25,t,308.6088135990296,1.0,6234.801174346356,6950.402340801745,2320000,147.17436189777064
1257802081390243289,Shinjuku丨3 min walk from  station丨301B,https://www.airbnb.com/rooms/1257802081390243289,"$17,643.00",Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,"[""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Hot water"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Other gas stove"", ""Bathtub"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""TV""]",1,Shinjuku Ku,35.70893,139.72156,4.3,4.3,4.4,4.6,4.7,4.6,4.6,10,t,98%,99%,t,13,26,t,451.0328665039365,2.0,6247.64952883994,7216.441606679912,2320000,418.57745429938745
1257807059947222924,Shinjuku丨3 min walk from  station丨302B,https://www.airbnb.com/rooms/1257807059947222924,"$17,643.00",Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,"[""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Other gas stove"", ""Bathtub"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""TV""]",1,Shinjuku Ku,35.70735,139.72009,4.75,4.67,4.75,4.83,4.92,4.92,4.92,12,t,98%,99%,t,13,18,t,327.2041548075489,1.0,6252.905010785889,6959.9902240317815,2320000,147.68542938003188
1257813868737267171,Shinjuku丨3 min walk from  station丨303B,https://www.airbnb.com/rooms/1257813868737267171,"$17,643.00",Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,"[""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Other gas stove"", ""Bathtub"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""TV""]",1,Shinjuku Ku,35.70669879618305,139.72046140559468,4.88,4.76,4.76,4.88,4.94,4.88,4.76,17,t,98%,99%,t,13,14,t,237.76990113156492,1.0,6168.2785171077285,6887.667956381822,2320000,143.90876102513337
1257821999396003699,Shinjuku丨3 min walk from  station丨401B,https://www.airbnb.com/rooms/1257821999396003699,"$17,643.00",Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,"[""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Other gas stove"", ""Bathtub"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""TV""]",1,Shinjuku Ku,35.70669,139.72189,4.64,4.57,4.57,4.79,4.64,4.79,4.64,14,t,98%,99%,t,13,16,t,142.43090268170835,1.0,6036.801862615652,6937.611627942233,2320000,302.2705353898708
1257828316141049828,Shinjuku丨3 min walk from  station丨402B,https://www.airbnb.com/rooms/1257828316141049828,"$17,643.00",Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,"[""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Other gas stove"", ""Bathtub"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""TV""]",1,Shinjuku Ku,35.70867637727615,139.72188762406813,4.7,4.55,4.7,4.75,4.75,4.75,4.7,20,t,98%,99%,t,13,22,t,412.1537893568485,1.0,6197.579396004673,7195.008541316957,1130000,370.73605722961065
1257834303077599547,Shinjuku丨3 min walk from  station丨403B,https://www.airbnb.com/rooms/1257834303077599547,"$17,643.00",Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,"[""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Other gas stove"", ""Bathtub"", ""First aid kit"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""TV""]",1,Shinjuku Ku,35.70878,139.72189,4.64,4.43,4.71,4.71,4.64,4.79,4.79,14,t,98%,99%,t,13,22,t,426.2931519028064,1.0,6205.958868142422,7208.555140532789,1130000,378.9927909608848
1257839410978010184,Shinjuku丨3 min walk from  station丨501B,https://www.airbnb.com/rooms/1257839410978010184,"$17,643.00",Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,"[""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Other gas stove"", ""Bathtub"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""TV""]",1,Shinjuku Ku,35.70897,139.72016,4.9,4.75,4.85,4.8,4.9,4.9,4.9,20,t,98%,99%,t,13,4,t,416.8296155769433,1.0,6375.727529269999,7174.331417394548,2320000,347.07283152999315
1257850731896267972,Shinjuku丨3 min walk from  station丨502B,https://www.airbnb.com/rooms/1257850731896267972,"$17,643.00",Entire home/apt,Entire rental unit,4,1.0,1.0,1 bath,"[""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Other gas stove"", ""Bathtub"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""TV""]",1,Shinjuku Ku,35.7089,139.72013,4.65,4.45,4.5,4.75,4.7,4.7,4.6,20,t,98%,99%,t,13,18,t,425.0559773520906,2.0,6372.728569642398,7164.177206152381,2320000,336.9128962934925
1257857143587382829,Shinjuku丨3 min walk from  station丨503B,https://www.airbnb.com/rooms/1257857143587382829,"$17,643.00",Entire home/apt,Entire rental unit,4,1.0,1.0,2 baths,"[""Hangers"", ""Room-darkening shades"", ""Elevator"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Other gas stove"", ""Bathtub"", ""First aid kit"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""TV""]",1,Shinjuku Ku,35.70658,139.72059,4.53,4.18,4.59,4.65,4.53,4.82,4.47,17,t,98%,99%,t,13,20,t,216.67102243661512,1.0,6147.282114008119,6876.664175374626,2320000,157.0942495295556
1257902932668777965,新宿まで15分/阿佐ヶ谷駅まで徒歩7分/50平米/最大4名/周辺環境が充実/無料WiFi/キッチン有,https://www.airbnb.com/rooms/1257902932668777965,"$13,478.00",Entire home/apt,Entire home,4,1.0,4.0,1 bath,"[""Fire extinguisher"", ""Self check-in"", ""Keypad"", ""Hair dryer"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Air conditioning"", ""Washer"", ""TV"", ""Kitchen""]",4,Suginami Ku,35.708939022668524,139.63586333068378,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,t,100%,96%,t,12,95,t,556.6609229628268,0.0,14999.659034065153,9995.843785386542,1270000,269.62266276862977
1257912721614248581,Wood/| Modern Japan/Shared House/5 min-Shinjuku,https://www.airbnb.com/rooms/1257912721614248581,"$11,960.00",Private room,Private room in home,2,1.0,1.0,1 shared bath,"[""Extra pillows and blankets"", ""Blender"", ""Fast wifi \u2013 386 Mbps"", ""Rice maker"", ""Hangers"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Movie theater"", ""Hot water"", ""Clothing storage"", ""Dishwasher"", ""Shampoo"", ""Washer"", ""Iron"", ""Stove"", ""Bidet"", ""Dryer"", ""Trash compactor"", ""Body soap"", ""Smart lock"", ""Essentials"", ""Laundromat nearby"", ""Paid parking off premises"", ""Coffee"", ""Conditioner"", ""Dishes and silverware"", ""Game console"", ""Kitchen"", ""Self check-in"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Shower gel"", ""Hot tub"", ""Coffee maker: Nespresso"", ""Sound system"", ""Lock on bedroom door"", ""Bathtub"", ""Baking sheet"", ""Heating"", ""Smoke alarm"", ""Piano"", ""Oven"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Cooking basics"", ""Dining table"", ""TV""]",2,Nakano Ku,35.697627427946884,139.6671200381841,5.0,5.0,4.9,5.0,5.0,5.0,5.0,10,t,100%,93%,t,4,3,f,266.8685197464755,1.0,11259.053179339337,6522.0631313440645,1620000,413.82103500197377
1257920730143031166,【新宿駅まで10分/渋谷駅まで7分/下北沢駅から徒歩3分】4名様／セミダブルベッド2台／静かなエリア,https://www.airbnb.com/rooms/1257920730143031166,"$12,610.00",Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,"[""Ethernet connection"", ""Hangers"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Iron"", ""Fire extinguisher"", ""Stove"", ""Body soap"", ""Essentials"", ""Laundromat nearby"", ""Freezer"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Shower gel"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cleaning products"", ""Refrigerator"", ""Cooking basics"", ""Lockbox"", ""TV"", ""Long term stays allowed""]",3,Setagaya Ku,35.66451,139.66815,4.9,4.93,4.97,4.9,5.0,4.93,4.97,30,t,100%,99%,t,8,253,f,429.4062252774873,2.0,11163.353767972718,3760.7202068819047,2070000,230.9862126394777
1258008963430782195,新宿まで15分/阿佐ヶ谷駅まで徒歩7分/50平米/最大4名/周辺環境が充実/無料WiFi/キッチン有,https://www.airbnb.com/rooms/1258008963430782195,"$13,478.00",Entire home/apt,Entire home,4,1.0,4.0,1 bath,"[""Fire extinguisher"", ""Self check-in"", ""Keypad"", ""Hair dryer"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Air conditioning"", ""Washer"", ""TV"", ""Kitchen""]",4,Suginami Ku,35.708956,139.6359043,5.0,4.67,4.89,4.89,5.0,4.67,4.89,9,t,100%,96%,t,12,104,t,559.0145312816699,0.0,14995.832236268814,9994.120870882773,1270000,268.9184051510096
1258270725418254479,3 min walk from station! 10 min to Tokyo Tower/h03,https://www.airbnb.com/rooms/1258270725418254479,"$27,044.00",Entire home/apt,Entire rental unit,4,1.0,3.0,1 bath,"[""Rice maker"", ""Hangers"", ""Elevator"", ""Clothing storage: closet"", ""Hot water"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Patio or balcony"", ""Other gas stove"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Dining table"", ""Long term stays allowed""]",1,Minato Ku,35.66254,139.74657,4.86,4.84,4.77,4.98,4.93,4.81,4.95,43,f,100%,97%,t,44,154,t,205.7144086583796,1.0,3385.5986799792613,5071.589986863929,9340000,172.7982065468013
1258270762856034626,3 min walk from station! 10 min to Tokyo Tower/h04,https://www.airbnb.com/rooms/1258270762856034626,"$27,044.00",Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,"[""Rice maker"", ""Hangers"", ""Elevator"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Patio or balcony"", ""Other gas stove"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Dining table"", ""Long term stays allowed""]",1,Minato Ku,35.66466756732818,139.7468224607173,4.71,4.64,4.86,4.64,4.43,4.64,4.71,14,f,100%,97%,t,44,177,t,364.4738484034303,2.0,3149.687157122952,5136.022601029215,8330000,320.65638030887976
1258270795505232186,3 min walk from station! 10 min to Tokyo Tower/h05,https://www.airbnb.com/rooms/1258270795505232186,"$27,044.00",Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,"[""Rice maker"", ""Hangers"", ""Elevator"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Patio or balcony"", ""Other gas stove"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Dining table"", ""Long term stays allowed""]",1,Minato Ku,35.66277997591324,139.74798627370063,4.67,4.71,4.67,4.83,4.71,4.67,4.83,24,f,100%,97%,t,44,220,t,363.6637577255025,2.0,3259.963591544076,5231.731929210552,9340000,332.4252759492966
1258270831214560026,3 min walk from station! 10 min to Tokyo Tower/h06,https://www.airbnb.com/rooms/1258270831214560026,"$27,044.00",Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,"[""Rice maker"", ""Hangers"", ""Elevator"", ""Hot water"", ""Clothing storage"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Patio or balcony"", ""Other gas stove"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Dining table"", ""Long term stays allowed""]",1,Minato Ku,35.66423,139.7462,4.4,4.3,4.1,4.65,4.7,4.45,4.55,20,f,100%,97%,t,44,240,t,274.44677195528124,2.0,3240.8703781900244,5058.606599599102,8330000,268.5518901730437
1258270851706701756,3 min walk from station! 10 min to Tokyo Tower/h06,https://www.airbnb.com/rooms/1258270851706701756,"$30,000.00",Entire home/apt,Entire rental unit,4,1.0,2.0,1 bath,"[""Rice maker"", ""Hangers"", ""Elevator"", ""Clothing storage: closet"", ""Hot water"", ""Shampoo"", ""Washer"", ""Fire extinguisher"", ""Bidet"", ""Body soap"", ""Essentials"", ""Freezer"", ""Conditioner"", ""Dishes and silverware"", ""Kitchen"", ""Hair dryer"", ""Wifi"", ""Patio or balcony"", ""Other gas stove"", ""Bathtub"", ""Heating"", ""Smoke alarm"", ""Hot water kettle"", ""Air conditioning"", ""Microwave"", ""Exterior or entryway security camera present"", ""Refrigerator"", ""Bed linens"", ""Cleaning products"", ""Dining table"", ""Long term stays allowed""]",30,Minato Ku,35.66473218233799,139.7462813106004,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,f,100%,97%,t,44,240,t,336.7092248695901,2.0,3185.030708542841,5077.877921547962,8330000,259.7787350836728
